Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
20,75.0,Medium,Medium,Yes,9,82,High,Yes,0,Low,Low,Public,Positive,5,No,College,Moderate,Female,66
12,63.0,Medium,Medium,No,8,56,Low,Yes,4,Medium,Medium,Public,Positive,4,No,College,Moderate,--,61
16,83.0,Medium,Medium,Yes,NULL,86,Medium,Not Available,5,Low,High,Private,Negative,4,No,High School,Moderate,,68
18,82.0,Medium,Medium,Yes,5,67,High,No,1,Medium,High,Public,Neutral,4,No,College,Near,NULL,67
10,94.0,,High,No,NULL,73,Medium,Yes,1,,Medium,Public,Negative,N/A,No,High School,,N/A,66
16,100.0,Medium,High,,10,56,Medium,Yes,1,High,Medium,Public,Neutral,2,NULL,High School,Near,Female,N/A
24,80.0,Medium,Medium,NULL,9,85,Low,Yes,3,Low,Medium,Public,Positive,4,No,Not Available,Near,Male,69
29,74.0,Medium,High,NULL,6,69,Medium,Yes,1,Unknown,NULL,Private,Negative,1,No,College,Far,Female,67
17,67.0,High,Medium,No,8,--,Not Available,Yes,0,Medium,Medium,Public,Positive,4,Not Available,High School,Near,Female,65
25,60.0,Medium,Low,No,6,71,Low,,2,High,Medium,Public,Positive,2,No,,Near,Male,63
9,80.0,Medium,Low,Yes,4,52,Low,Yes,1,High,Medium,Public,Positive,2,No,Postgraduate,Near,Female,Not Available
24,82.0,Medium,Medium,No,4,85,Low,No,1,Low,Medium,Public,Unknown,2,No,High School,Near,Male,66
15,93.0,--,Medium,Yes,7,78,Low,Yes,0,Medium,Medium,Public,Negative,4,No,High School,Moderate,Male,66
22,80.0,Medium,High,Yes,9,72,Low,Yes,2,Medium,N/A,Public,Neutral,4,No,College,Near,Female,69
19,--,High,Medium,Yes,9,60,High,Yes,NULL,Medium,Medium,Public,Negative,4,No,Postgraduate,Moderate,Female,72
28,85.0,Medium,Medium,Yes,9,81,Low,Yes,2,Low,Medium,Public,Neutral,3,No,Not Available,Near,Male,70
15,94.0,Medium,High,Yes,8,64,Medium,Yes,2,Low,Medium,Public,Negative,1,No,College,Near,Male,Unknown
24,--,High,Medium,N/A,--,71,,Yes,1,Low,High,Public,Neutral,3,No,--,Near,Male,66
18,94.0,Low,Medium,Yes,9,53,Medium,Yes,3,--,Medium,Public,Unknown,3,No,College,Moderate,Female,67
19,87.0,High,Medium,No,4,89,Medium,Yes,0,Low,Low,Public,Positive,5,Yes,Postgraduate,Moderate,Female,68
19,67.0,Medium,NULL,Yes,8,55,Medium,No,0,--,N/A,Private,Positive,N/A,No,High School,Near,Male,62
NULL,68.0,Medium,High,No,Unknown,95,High,Yes,1,Medium,Medium,Private,Positive,2,Unknown,College,Near,Female,64
20,97.0,High,Low,Yes,N/A,93,Low,Yes,1,High,High,Public,Positive,1,No,College,Far,Male,71
N/A,61.0,High,Medium,No,8,99,Medium,Yes,0,Medium,High,Public,Neutral,4,No,College,Near,Male,65
21,79.0,Medium,N/A,Yes,8,95,High,Yes,0,Medium,Medium,--,Neutral,2,No,Postgraduate,Near,Female,69
21,73.0,Medium,Medium,No,6,99,Medium,No,NULL,Low,Medium,Public,--,5,No,High School,Near,Male,65
25,87.0,Medium,Medium,No,Not Available,94,High,Yes,0,Medium,High,Public,Positive,4,No,High School,Near,Male,71
26,94.0,Low,Medium,No,,56,Low,Yes,1,--,Medium,Public,Negative,2,No,College,Near,Female,69
14,74.0,High,Medium,Yes,7,72,High,No,2,Medium,Medium,Private,Negative,3,No,College,Near,Male,65
25,77.0,Low,Medium,Yes,7,54,Medium,Not Available,2,Medium,Medium,Public,Neutral,1,No,College,Moderate,Male,N/A
13,99.0,Medium,Medium,Yes,10,77,Low,Yes,0,Medium,High,Private,Negative,3,No,College,Moderate,Female,68
24,91.0,High,High,Yes,7,76,Medium,Yes,0,Medium,Medium,Private,Positive,2,No,High School,Moderate,Female,72
24,96.0,,High,Yes,7,96,Medium,Yes,1,Medium,Medium,Public,Negative,3,No,High School,Near,Female,74
9,78.0,Medium,Medium,No,,98,Low,Yes,3,Low,,Public,Positive,2,No,High School,Near,Male,64
21,69.0,High,Low,Yes,7,63,Medium,Yes,0,Medium,Medium,Public,Positive,Unknown,No,High School,Moderate,Unknown,64
17,76.0,Medium,Medium,Yes,Unknown,79,Low,Not Available,1,Low,Medium,Public,Neutral,4,Yes,Postgraduate,Far,Female,63
15,89.0,High,Low,No,9,73,High,Yes,2,Low,Low,Private,Neutral,Not Available,NULL,High School,Near,Male,66
Not Available,64.0,,Medium,Yes,7,77,Medium,Yes,Not Available,Unknown,Medium,Public,Positive,2,No,High School,--,Male,67
16,71.0,High,Low,Yes,6,77,Low,Yes,4,Medium,Medium,Public,Neutral,5,Yes,College,Moderate,Male,64
15,62.0,--,High,No,10,96,Low,Yes,0,Medium,High,Private,Positive,4,No,High School,Far,,62
Not Available,77.0,Medium,Low,Yes,7,95,High,Yes,Unknown,Medium,,Public,Positive,1,No,High School,Far,Male,66
24,--,Medium,High,No,4,56,Low,Yes,NULL,Not Available,High,Not Available,Negative,2,No,Postgraduate,Moderate,Female,NULL
19,61.0,High,Low,Yes,10,67,Low,N/A,1,Medium,Medium,Public,Positive,6,No,Postgraduate,Near,Female,63
27,87.0,High,Medium,--,9,88,Medium,--,1,Low,High,Public,Positive,4,Yes,College,Near,Male,72
23,97.0,Medium,High,No,NULL,84,Low,Yes,1,Unknown,Medium,Public,Positive,3,Yes,High School,Far,Female,Not Available
7,69.0,Low,Medium,No,9,82,Low,Yes,N/A,Medium,High,Private,N/A,3,No,Postgraduate,Near,,
17,88.0,Medium,High,Yes,10,Not Available,Medium,Yes,1,Low,High,Public,Positive,2,No,Postgraduate,Near,Female,71
17,99.0,Medium,Medium,No,5,,Low,Yes,2,Medium,Medium,Private,Neutral,4,N/A,Postgraduate,Far,Male,N/A
23,98.0,Medium,High,Yes,6,76,Low,Yes,3,Low,High,Public,Positive,3,No,,Unknown,Male,74
4,69.0,Medium,High,Yes,6,99,Medium,Yes,0,Medium,High,Public,Neutral,2,No,High School,Moderate,Male,
35,64.0,Medium,NULL,No,6,N/A,High,Yes,2,Medium,High,Private,Neutral,2,No,High School,Moderate,Male,68
23,66.0,Medium,High,Yes,7,82,Unknown,Yes,1,Not Available,Medium,Public,Positive,2,No,High School,Near,Male,67
21,88.0,,Low,No,6,58,,Yes,3,High,Medium,Private,Neutral,4,No,College,Near,Male,70
27,89.0,Medium,Medium,No,5,62,Medium,Yes,N/A,Low,Medium,Public,Neutral,3,No,High School,Near,Male,69
34,87.0,Medium,Unknown,No,6,69,High,Yes,3,Low,Medium,Private,Neutral,2,No,College,Moderate,Male,72
25,73.0,Medium,Low,Yes,7,73,Medium,Yes,1,Medium,Medium,Public,Positive,2,No,High School,Near,Male,66
26,67.0,Medium,Medium,--,9,75,Medium,Yes,2,Medium,Medium,Public,Positive,N/A,No,High School,Near,Male,67
21,--,Medium,Medium,No,6,95,High,Yes,4,High,High,Public,Neutral,2,No,High School,Far,Female,70
19,79.0,Medium,High,Yes,8,55,Medium,Yes,3,Medium,Medium,Private,Neutral,4,Yes,Postgraduate,Near,Male,68
17,89.0,Low,Medium,Yes,5,62,High,Yes,2,Medium,Medium,Private,Positive,,No,College,Near,Female,68
15,78.0,Medium,High,No,4,57,High,Yes,2,Medium,High,Public,Negative,2,No,High School,Near,Female,65
16,74.0,Medium,Low,Yes,7,87,Medium,Yes,0,Low,Low,Public,Positive,--,N/A,NULL,Near,Female,63
12,72.0,Low,Low,Yes,6,99,High,Yes,0,Low,--,Public,Positive,4,No,--,Far,Female,
20,68.0,Medium,High,Yes,6,95,Medium,Yes,0,Low,Medium,Public,Positive,4,No,High School,Near,NULL,66
10,71.0,Medium,High,Yes,NULL,86,Medium,Yes,1,Medium,,Public,Negative,--,Yes,Postgraduate,Near,Male,62
21,64.0,Low,High,Yes,N/A,51,Low,Yes,0,High,Low,Public,Negative,3,No,College,Moderate,Female,61
Unknown,74.0,Low,Medium,Yes,6,67,High,Yes,0,Medium,Medium,Private,Negative,4,Yes,College,Moderate,Female,63
NULL,61.0,Medium,Medium,Yes,6,93,Low,,3,Medium,High,Private,Neutral,3,No,,Not Available,Female,65
17,67.0,High,Low,No,5,83,High,N/A,3,Low,Medium,,Positive,3,No,High School,Not Available,Male,64
38,90.0,High,Medium,Yes,4,60,Low,Yes,2,Low,Medium,Public,Neutral,4,No,Unknown,Moderate,Male,74
28,Not Available,Low,Medium,Yes,4,73,Medium,Yes,2,High,High,Public,Positive,2,No,Postgraduate,Near,Female,70
13,87.0,Low,Medium,No,10,54,Unknown,Yes,Unknown,Low,Medium,Public,Positive,2,No,,Moderate,Female,63
21,89.0,Low,Medium,,,76,Medium,Yes,3,High,Medium,Public,Positive,2,,High School,Far,Female,68
16,83.0,Medium,High,Yes,9,95,NULL,--,2,Low,High,Public,Neutral,2,No,College,Not Available,Male,69
14,98.0,Medium,High,Yes,7,52,High,Yes,1,Medium,High,Private,Negative,4,No,,Moderate,Unknown,70
12,61.0,Medium,Medium,Yes,7,81,Medium,Yes,2,High,Medium,Public,Neutral,3,No,College,Far,Male,62
23,Unknown,High,Medium,Yes,7,62,Medium,Yes,3,Medium,Low,Private,Positive,2,No,Postgraduate,Unknown,Male,71
16,98.0,Medium,Low,No,8,100,Low,Yes,2,Low,Not Available,Public,Neutral,,No,,Near,Male,69
26,94.0,High,Low,Yes,5,53,Low,Yes,0,Low,High,Public,Neutral,2,No,High School,Near,,69
26,67.0,Low,High,Yes,6,81,High,Yes,4,Low,High,Public,Neutral,3,Yes,,Near,Male,
Not Available,73.0,Low,Medium,Unknown,NULL,63,Low,Yes,0,Low,Medium,Public,Positive,2,No,High School,Near,Male,65
15,67.0,Medium,High,Yes,4,94,High,Yes,1,Medium,Medium,Private,Positive,5,No,High School,Far,Male,65
23,84.0,Low,Low,Yes,9,56,Low,No,1,Medium,High,Public,Positive,4,No,High School,Near,Female,--
24,88.0,High,High,No,9,Unknown,Medium,--,2,High,High,Public,Negative,--,No,Unknown,Near,Unknown,72
17,73.0,Medium,Low,No,4,59,High,Yes,2,Low,Unknown,Private,Not Available,4,No,High School,Moderate,Female,63
15,82.0,Medium,High,Yes,6,90,High,No,2,N/A,Medium,Public,Positive,2,No,N/A,Near,Male,68
30,88.0,Medium,Medium,Yes,7,68,Low,Yes,1,Medium,High,Public,Positive,3,No,College,Near,Female,72
21,77.0,--,Low,Unknown,8,59,Medium,Yes,3,Low,Medium,Private,Positive,2,--,Unknown,Not Available,Male,66
24,94.0,Unknown,Medium,No,9,86,High,Yes,2,NULL,Medium,Public,Neutral,N/A,,College,Not Available,Female,71
15,NULL,Unknown,Low,Yes,6,91,Low,Yes,0,Medium,Medium,Public,Positive,3,No,College,Moderate,Female,67
Not Available,Unknown,Medium,Medium,No,10,--,Low,Yes,2,Low,High,Public,Negative,3,No,Postgraduate,NULL,N/A,61
17,85.0,High,High,Yes,7,69,Medium,Yes,4,Low,High,Private,Neutral,2,No,High School,Near,Female,70
19,69.0,Medium,Medium,Yes,--,82,Low,No,2,Low,,Public,Neutral,--,No,College,Near,Male,64
14,Not Available,Medium,Medium,Yes,8,83,Medium,Yes,0,Medium,Medium,Public,Negative,2,No,High School,Moderate,Male,64
20,98.0,Low,High,Yes,7,83,NULL,No,0,Low,Medium,Public,Neutral,3,No,High School,Far,Female,68
10,95.0,High,Medium,No,7,64,High,Yes,4,Low,Medium,Private,Positive,3,No,Postgraduate,Near,Male,70
NULL,76.0,Low,Medium,Yes,10,97,High,Yes,4,Low,Low,Public,Neutral,3,No,College,Moderate,Male,65
24,72.0,High,High,No,7,NULL,Medium,Yes,3,Low,Medium,Private,Neutral,2,No,High School,Near,Female,67
24,69.0,Medium,Low,Yes,6,69,Medium,Yes,0,Low,High,Private,Neutral,4,No,College,Near,,65
18,81.0,Not Available,Medium,Yes,6,64,Not Available,Yes,1,Medium,Medium,Public,Positive,4,No,High School,Moderate,Female,65
14,65.0,,High,Yes,9,97,Low,Yes,3,Low,High,Public,Positive,4,No,High School,Near,Female,65
14,82.0,High,Low,Yes,Unknown,91,High,Yes,1,Low,Medium,Public,Negative,2,No,N/A,Near,Male,66
18,60.0,Medium,High,No,5,,Low,Yes,2,NULL,--,Public,Negative,4,Yes,High School,Near,Male,62
24,73.0,Medium,Medium,Yes,5,50,Low,Yes,1,Low,Medium,Public,Negative,2,No,High School,Near,Male,63
26,69.0,Low,Low,Yes,7,84,Medium,Yes,0,Medium,Medium,Private,Neutral,3,Yes,High School,Moderate,Male,63
17,99.0,Medium,Medium,Yes,8,N/A,Medium,Unknown,3,Medium,Medium,N/A,Neutral,3,No,High School,Near,Male,70
13,89.0,Low,High,,6,98,Medium,Yes,0,Medium,Medium,Private,Negative,4,No,High School,Near,Male,67
22,74.0,High,High,No,4,77,Low,Yes,0,High,Not Available,Private,Negative,3,Yes,High School,Near,Male,66
15,64.0,High,Medium,No,5,78,Medium,Yes,2,N/A,Medium,Public,Positive,2,No,High School,Moderate,Male,63
Not Available,81.0,High,Low,Yes,9,68,High,Yes,1,Low,Not Available,Private,Positive,3,No,College,Near,Female,66
28,Not Available,Low,Medium,No,8,77,Medium,Yes,3,Medium,,Public,Neutral,4,No,College,Moderate,Female,67
25,81.0,Medium,Medium,No,9,87,Low,Yes,1,Low,High,Private,Negative,1,No,Postgraduate,Moderate,--,68
21,93.0,Low,High,Yes,9,78,Low,Yes,1,Medium,Low,Public,Neutral,N/A,Yes,High School,Far,Male,67
12,NULL,Medium,High,Yes,6,82,Medium,Yes,1,High,Not Available,Public,Neutral,Not Available,No,High School,Far,Male,--
21,85.0,NULL,High,Yes,6,74,Medium,Yes,2,Medium,NULL,Public,Neutral,4,,High School,--,Unknown,71
26,82.0,Medium,Medium,Yes,7,86,Medium,Yes,0,Unknown,High,Public,--,2,Yes,Postgraduate,Near,Male,69
18,97.0,High,Low,Yes,8,95,High,Yes,1,Medium,Medium,Public,Positive,2,No,N/A,Moderate,Male,72
28,97.0,NULL,Low,Yes,9,53,Low,Yes,0,Low,Medium,Private,Negative,Not Available,NULL,College,--,Female,NULL
28,81.0,Medium,Medium,Yes,10,55,Medium,Yes,2,Medium,Low,Private,Neutral,3,No,High School,Not Available,Male,68
30,72.0,--,Medium,No,8,--,--,Yes,1,Low,High,Private,Positive,1,No,High School,Near,Male,68
22,78.0,Low,High,Yes,8,69,High,Yes,2,Low,Medium,Public,Negative,2,No,High School,Near,Female,67
24,NULL,Medium,Medium,No,10,64,Low,Yes,1,Low,,Public,Positive,2,Yes,College,Far,Female,62
,85.0,,Low,No,7,59,Low,Yes,1,Low,Medium,Public,N/A,3,No,Not Available,Far,Male,67
23,Not Available,High,Medium,No,9,79,Medium,Yes,1,Medium,,Public,Negative,2,No,Postgraduate,Near,NULL,69
17,,Medium,High,Yes,8,67,Medium,Yes,3,Low,Medium,Public,Negative,3,No,College,Near,Male,64
17,68.0,Medium,,Yes,8,--,Medium,Yes,2,Low,High,Private,Positive,NULL,,College,Near,Female,66
21,79.0,High,Not Available,Yes,7,98,High,Yes,2,Low,Medium,Public,Positive,1,No,High School,Near,Male,69
12,96.0,High,High,No,5,88,High,Yes,Unknown,,Medium,Private,Positive,2,No,College,Moderate,Female,70
19,83.0,High,Medium,No,8,90,Not Available,Yes,3,Low,Medium,Public,Positive,3,No,College,Moderate,Female,69
27,87.0,Medium,,NULL,8,56,Medium,Yes,3,Medium,High,Public,Neutral,3,No,Not Available,Near,Male,72
7,74.0,Medium,Medium,Yes,6,66,Low,Yes,1,Low,High,Private,Positive,2,No,High School,Near,Female,61
29,83.0,Medium,Medium,No,7,55,High,Yes,2,Low,Low,Private,Negative,4,No,High School,Near,NULL,N/A
27,78.0,Medium,Medium,No,6,98,Low,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Far,Male,68
17,86.0,Low,Medium,No,6,84,High,Yes,0,Medium,Medium,Private,Neutral,3,No,High School,Near,Female,66
23,62.0,Medium,Medium,No,6,51,Medium,Yes,5,High,Medium,Public,Negative,2,No,,Near,Male,65
20,80.0,High,Low,Yes,5,74,Medium,Yes,2,Low,Low,Public,Negative,4,--,Not Available,Moderate,Female,66
27,72.0,Medium,N/A,No,6,63,Medium,,1,High,Medium,Private,Negative,5,No,College,Moderate,Female,67
26,73.0,Medium,High,No,8,77,Medium,Yes,0,Medium,High,Private,Positive,2,No,--,Far,Male,68
12,98.0,Low,Medium,No,9,59,Low,Yes,1,High,Unknown,Public,Neutral,2,No,Postgraduate,Near,Female,67
24,67.0,Low,Medium,Yes,10,53,Medium,Yes,0,Medium,Medium,Public,Positive,3,Yes,College,Near,Female,63
19,72.0,Medium,Low,No,6,66,Medium,Not Available,0,Medium,High,Private,Neutral,2,N/A,Postgraduate,Near,Male,64
N/A,80.0,Medium,Low,No,9,65,High,--,1,Medium,Medium,Private,Positive,Not Available,No,College,Far,Male,66
N/A,95.0,High,Medium,Yes,8,86,Medium,Yes,0,Not Available,Low,Public,Positive,4,No,High School,--,Male,69
30,77.0,Medium,Low,Yes,7,Not Available,Medium,Yes,3,High,Medium,Private,Neutral,3,No,Postgraduate,Moderate,Male,70
26,90.0,Medium,Medium,No,8,65,High,Yes,3,Medium,High,Private,Positive,2,No,High School,Near,Female,72
16,94.0,Medium,High,No,9,79,High,Yes,2,High,,Public,Positive,--,No,,Moderate,Female,71
12,,Medium,Medium,Yes,6,54,Low,Unknown,3,Low,Medium,Public,Positive,2,No,N/A,Near,Male,--
18,Unknown,High,High,No,6,83,Medium,Yes,1,High,Medium,Public,Neutral,4,No,High School,Near,Male,68
23,74.0,Medium,High,Yes,6,57,Low,No,1,High,High,N/A,Neutral,3,No,College,Near,Male,67
21,93.0,Medium,Low,No,6,64,Medium,Yes,2,Low,Medium,Public,Positive,4,No,Postgraduate,Moderate,--,69
28,62.0,Medium,Medium,No,9,64,High,Unknown,NULL,N/A,Medium,Private,Negative,2,No,Postgraduate,Near,Male,--
25,72.0,High,N/A,N/A,6,73,High,Yes,4,Medium,High,Public,Neutral,4,No,College,Moderate,Male,69
26,87.0,Medium,Medium,No,6,98,High,Yes,0,Medium,High,Not Available,--,4,No,College,Moderate,Male,71
22,83.0,Medium,Low,Yes,7,66,Medium,Yes,2,Not Available,Unknown,Private,Neutral,3,No,High School,Near,Unknown,67
12,77.0,Low,,Unknown,7,64,Low,Yes,2,High,High,Public,Positive,4,No,College,Moderate,Female,64
19,82.0,High,Medium,,6,58,Low,Yes,2,Medium,High,Private,Positive,3,No,College,Near,Female,68
26,68.0,High,Low,Yes,10,N/A,N/A,Yes,1,Low,Not Available,Public,Positive,3,No,College,Near,Male,67
20,77.0,Low,Low,No,Unknown,59,Not Available,Yes,1,High,Medium,Public,Negative,2,No,High School,N/A,Not Available,62
23,80.0,High,Medium,No,7,57,Low,Yes,2,Medium,High,Public,Negative,2,NULL,Postgraduate,Moderate,Female,68
18,96.0,Medium,Medium,Yes,4,93,Medium,Yes,NULL,Medium,High,Public,Positive,NULL,No,College,Near,--,72
14,70.0,Medium,High,Not Available,7,53,Low,Yes,0,Medium,Medium,Public,Negative,3,N/A,High School,Moderate,Unknown,61
,95.0,Not Available,Low,Yes,5,86,Medium,Yes,0,High,NULL,Public,Negative,4,No,High School,Moderate,--,67
22,86.0,High,Medium,No,6,60,High,Yes,0,High,High,Public,Neutral,3,No,NULL,Near,Male,Unknown
16,61.0,Low,Medium,,4,51,Low,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Near,Male,59
19,N/A,High,N/A,,6,90,High,Yes,0,Low,Unknown,Private,Negative,4,No,College,Moderate,Female,--
14,61.0,Low,,No,7,85,NULL,Yes,1,Low,Medium,Public,Neutral,1,No,High School,Near,Female,60
27,100.0,High,Medium,No,7,67,Medium,Yes,1,Not Available,High,N/A,,3,No,College,Moderate,Male,74
18,95.0,Low,High,,6,54,High,Yes,0,--,High,Private,Negative,3,No,College,Moderate,N/A,68
Unknown,72.0,Medium,Medium,No,7,68,Low,Yes,0,Low,Medium,Public,Positive,3,No,College,Near,Not Available,67
29,70.0,Medium,Low,No,,59,High,Yes,2,Medium,Medium,Private,Neutral,4,No,Postgraduate,Far,Male,67
20,75.0,Low,Medium,Yes,7,97,High,Yes,0,Medium,Medium,Public,Neutral,N/A,No,--,,Female,
14,74.0,Medium,Medium,No,7,76,High,Yes,1,Low,High,Public,Neutral,2,No,High School,Far,Female,63
7,75.0,,Medium,No,7,98,Low,No,1,Low,High,Public,Positive,3,No,College,Near,Male,62
11,73.0,High,Low,Yes,7,68,High,Yes,,Low,High,Private,Not Available,3,No,College,Moderate,Female,64
12,85.0,--,Medium,Yes,--,78,High,Yes,3,Medium,Medium,Public,Neutral,4,No,College,Near,Male,68
28,67.0,Medium,Unknown,No,8,60,High,Yes,0,Medium,Medium,Public,,3,No,High School,Moderate,Female,65
21,94.0,Medium,Low,Yes,8,90,Low,Yes,1,Medium,Medium,Public,Positive,4,No,Postgraduate,Near,Female,71
22,92.0,Medium,NULL,Yes,7,52,Low,No,1,Unknown,Medium,Private,Negative,3,No,Postgraduate,Near,Female,Unknown
7,Unknown,Low,High,Yes,9,85,Medium,NULL,0,Medium,Medium,Public,Negative,NULL,No,High School,Near,Male,62
13,94.0,High,--,Yes,7,70,N/A,Yes,1,Medium,Not Available,Private,Negative,3,No,High School,Moderate,Male,68
25,70.0,Medium,Medium,Yes,,79,Low,Yes,3,High,Medium,Public,Neutral,3,No,High School,Near,Male,68
22,61.0,High,NULL,Yes,7,80,High,Yes,--,Medium,High,Public,Neutral,3,Unknown,Postgraduate,Moderate,Male,--
Not Available,85.0,Medium,Medium,Yes,7,86,Medium,Yes,0,Low,Medium,Public,Positive,2,No,College,Moderate,Female,67
23,78.0,High,Not Available,Yes,6,60,Medium,Yes,2,High,High,Public,NULL,4,No,High School,Far,Male,70
30,83.0,Low,Medium,Yes,4,77,Medium,Yes,0,Low,Medium,Public,Neutral,4,No,High School,Unknown,Female,69
19,96.0,Low,Medium,No,7,71,Medium,Yes,2,Low,High,Private,Positive,N/A,No,Postgraduate,Moderate,Male,70
20,99.0,Medium,Low,No,8,64,Low,Yes,1,N/A,Medium,Unknown,Positive,2,No,High School,Near,Male,69
21,85.0,High,Medium,Yes,5,75,Low,Yes,1,High,High,Public,Positive,2,No,High School,Moderate,Female,70
34,91.0,Medium,Low,No,Not Available,98,Medium,Yes,0,Medium,Not Available,Public,Neutral,4,No,,Moderate,Male,Unknown
7,63.0,Low,Medium,No,5,97,Medium,Yes,1,Low,Medium,Public,Unknown,2,No,High School,Near,Female,59
NULL,66.0,Medium,Medium,No,Unknown,64,Medium,--,0,Medium,High,Public,Neutral,4,No,High School,Near,Male,
19,89.0,High,High,Yes,,94,--,Yes,0,High,Medium,Private,Neutral,1,No,College,Near,Female,72
23,77.0,Low,High,Yes,--,94,Medium,Yes,0,High,Medium,Private,Positive,3,No,Postgraduate,Near,Male,70
--,78.0,Low,High,No,7,62,--,Yes,NULL,High,High,Public,Negative,1,No,High School,Far,Female,NULL
20,72.0,High,Medium,Yes,7,80,Medium,Not Available,1,Low,High,Private,Negative,3,No,College,Near,Male,66
24,84.0,High,High,No,9,93,Medium,Yes,3,High,--,Public,Neutral,4,No,High School,Far,Male,
39,67.0,High,NULL,Yes,5,76,Medium,N/A,2,Medium,--,N/A,Negative,4,No,,Near,Female,71
25,85.0,High,High,No,9,68,Medium,Yes,1,High,Medium,NULL,Negative,3,No,Postgraduate,Far,Female,71
15,67.0,Low,Medium,Yes,6,83,Low,Yes,3,Medium,Low,--,Positive,3,No,High School,Moderate,Male,62
,63.0,Medium,Medium,Yes,Unknown,59,Medium,Yes,1,Low,High,Public,Positive,1,No,Postgraduate,Moderate,Male,62
Not Available,73.0,Medium,Low,No,6,58,Medium,Yes,4,Medium,Medium,Public,Positive,1,No,College,Near,Male,64
9,69.0,High,High,Yes,NULL,NULL,Medium,Yes,2,Low,NULL,Private,Neutral,3,No,,Near,Male,65
18,96.0,Not Available,Low,Yes,7,52,Low,Yes,1,Low,Medium,Private,Neutral,4,No,College,--,Female,68
24,62.0,High,Medium,Unknown,5,90,Low,Yes,0,High,Medium,Private,Positive,3,No,College,Near,Male,67
12,67.0,Medium,,Yes,8,Unknown,Low,Yes,1,--,Medium,Public,Neutral,3,No,High School,NULL,Male,61
26,82.0,NULL,Low,Yes,9,74,High,Yes,2,NULL,Unknown,Public,Negative,5,No,N/A,Moderate,Female,68
23,79.0,Medium,High,,9,77,Medium,Yes,1,Low,N/A,Public,Neutral,3,No,High School,Near,Unknown,68
NULL,62.0,Medium,Medium,No,7,88,Medium,--,1,Low,High,Public,Neutral,1,No,High School,Near,Female,62
Not Available,60.0,Medium,Low,No,8,94,High,Yes,1,Low,Low,Private,Neutral,3,No,High School,Near,Female,62
30,100.0,High,High,Yes,6,90,Low,Yes,0,Medium,Low,Public,Positive,2,Yes,High School,Near,Unknown,74
24,86.0,,Medium,Yes,8,79,Medium,No,0,Low,Medium,Unknown,Neutral,4,No,Unknown,NULL,Female,68
20,75.0,Low,High,No,8,67,Medium,Yes,1,High,Low,Public,Positive,4,No,College,Moderate,Male,66
19,79.0,Medium,Medium,No,4,76,--,Yes,1,Medium,Medium,Private,Neutral,3,No,,Near,--,67
20,71.0,High,Medium,No,5,52,High,Yes,1,Medium,High,Public,Neutral,3,No,High School,Moderate,Male,65
17,74.0,Medium,Medium,Yes,N/A,62,Medium,Yes,2,High,Medium,Public,Positive,N/A,No,High School,Near,Male,66
7,86.0,High,Medium,Not Available,7,68,Medium,Yes,5,Low,Medium,Public,Positive,4,No,Postgraduate,Moderate,NULL,67
32,95.0,Medium,Medium,Yes,7,66,High,N/A,5,High,Medium,Private,Negative,3,No,College,Near,Male,76
21,67.0,Low,Unknown,Yes,7,55,High,Yes,2,High,High,Private,Unknown,3,No,High School,Moderate,Female,--
Unknown,94.0,Low,,No,9,53,--,Yes,NULL,Medium,High,Public,Neutral,3,No,College,Near,Female,68
20,,High,Medium,,Unknown,71,Low,N/A,2,Low,Medium,Private,Neutral,3,Yes,College,Near,Female,63
16,69.0,Medium,High,Yes,NULL,54,N/A,Yes,4,Low,Low,Public,Positive,4,No,College,Near,Female,65
19,61.0,High,Medium,N/A,10,64,Medium,Yes,3,Low,Medium,--,Positive,3,No,High School,Moderate,Male,63
